Date,AUDUSD=X_High,AUDUSD=X_Low,AUDUSD=X_Open,AUDUSD=X_Close,NOSMFSVL_High,NOSMFSVL_Low,NOSMFSVL_Open,NOSMFSVL_Close,GJGB10 Index_High,GJGB10 Index_Low,GJGB10 Index_Open,GJGB10 Index_Close,USDJPY=X_High,USDJPY=X_Low,USDJPY=X_Open,USDJPY=X_Close,USGG2YR Index_High,USGG2YR Index_Low,USGG2YR Index_Open,USGG2YR Index_Close,HG1 Comdty_High,HG1 Comdty_Low,HG1 Comdty_Open,HG1 Comdty_Close,USDBRL=X_High,USDBRL=X_Low,USDBRL=X_Open,USDBRL=X_Close,LHA Comdty_High,LHA Comdty_Low,LHA Comdty_Open,LHA Comdty_Close,CSA1 Comdty_High,CSA1 Comdty_Low,CSA1 Comdty_Open,CSA1 Comdty_Close,USDSEK=X_High,USDSEK=X_Low,USDSEK=X_Open,USDSEK=X_Close,CPI XYOY Index_High,CPI XYOY Index_Low,CPI XYOY Index_Open,CPI XYOY Index_Close,USGG10YR Index_High,USGG10YR Index_Low,USGG10YR Index_Open,USGG10YR Index_Close,JPY10Y Curncy_High,JPY10Y Curncy_Low,JPY10Y Curncy_Open,JPY10Y Curncy_Close,EURUSD=X_High,EURUSD=X_Low,EURUSD=X_Open,EURUSD=X_Close,US0003M Index_High,US0003M Index_Low,US0003M Index_Open,US0003M Index_Close,USDCHF=X_High,USDCHF=X_Low,USDCHF=X_Open,USDCHF=X_Close,NZDUSD=X_High,NZDUSD=X_Low,NZDUSD=X_Open,NZDUSD=X_Close,USDCAD=X_High,USDCAD=X_Low,USDCAD=X_Open,USDCAD=X_Close,AAPL_High,AAPL_Low,AAPL_Open,AAPL_Close,USDNOK=X_High,USDNOK=X_Low,USDNOK=X_Open,USDNOK=X_Close,GBPUSD=X_High,GBPUSD=X_Low,GBPUSD=X_Open,GBPUSD=X_Close
07-05-2001,,,,,,,,,0.036,0.025,0.03,0.035,125.769997,124.389999,124.43,125.559998,0.1588,0.129,0.129,0.1489,294.3,291.15,292.4,293.4,,,,,,,,,,,,,,,,,,,,,0.7294,0.6673,0.7097,0.6689,-1301.15,-1357.0,-1357.0,-1310.0,,,,,,,,0.27038,,,,,,,,,,,,,0.424464,0.410893,0.421429,0.414107,,,,,,,,
07-06-2001,,,,,,,,,0.031,0.025,0.028,0.027,126.129997,125.440002,125.550003,125.82,0.131,0.1171,0.123,0.131,296.35,291.35,291.95,292.65,,,,,,,,,,,,,,,,,,,,,0.7474,0.6901,0.7211,0.7048,-1297.9,-1355.0,-1318.0,-1350.0,,,,,,,,0.28013,,,,,,,,,,,,,0.41,0.387857,0.406429,0.393393,,,,,,,,
07-09-2001,,,,,,,,,0.035,0.025,0.025,0.034,125.959999,125.18,125.82,125.260002,0.129,0.1091,0.1151,0.129,300.45,290.65,298.95,291.75,,,,,,,,,,,,,,,,,,,,,0.7868,0.7113,0.7587,0.7211,-1293.0,-1332.58,-1310.61,-1317.5,,,,,,,,0.26475,,,,,,,,,,,,,0.410714,0.387143,0.394464,0.405357,,,,,,,,
07-10-2001,,,,,,,,,0.037,0.025,0.032,0.036,125.870003,125.160004,125.269997,125.269997,0.1191,0.1072,0.1191,0.1151,300.1,295.2,300.1,297.45,,,,,,,,,,,,,,,,,,,,,0.7538,0.6477,0.6818,0.7522,-1280.0,-1321.64,-1294.28,-1310.89,,,,,,,,0.2535,,,,,,,,,,,,,0.411964,0.372143,0.409821,0.3775,,,,,,,,
07-11-2001,,,,,,,,,0.042,0.03,0.035,0.032,125.75,123.82,125.279999,124.269997,0.1191,0.1073,0.1092,0.1171,302.95,296.7,297.45,302.3,,,,,,,,,,,,,,,,,,,,,0.7194,0.6835,0.6835,0.6884,-1267.1,-1299.76,-1272.13,-1294.28,,,,,,,,0.25688,,,,,,,,,,,,,0.402679,0.375,0.375536,0.4025,,,,,,,,
07-12-2001,,,,,,,,,0.044,0.034,0.044,0.039,124.489998,123.449997,124.309998,123.93,0.1132,0.1053,0.1112,0.1073,298.15,288.6,290.6,297.5,,,,,,,,,,,,,,,,,,,,,0.7145,0.6526,0.6526,0.6835,-1256.1,-1293.9,-1265.48,-1274.2,,,,,,,,0.2525,,,,,,,,,,,,,0.443036,0.416071,0.416071,0.435,,,,,,,,
07-13-2001,,,,,,,,,0.047,0.04,0.046,0.047,125.0,123.860001,123.919998,124.860001,0.1132,0.1053,0.1054,0.1093,291.7,284.45,286.05,290.15,,,,,,,,,,,,,,,,,,,,,0.6558,0.6201,0.6282,0.6542,-1229.9,-1274.0,-1240.38,-1265.48,,,,,,,,0.24325,,,,,,,,,,,,,0.446607,0.425714,0.430893,0.44375,,,,,,,,
07-16-2001,,,,,,,,,0.051,0.04,0.046,0.051,125.529999,124.699997,124.739998,125.5,0.1191,0.1054,0.1172,0.1054,286.45,279.1,279.65,285.9,,,,,,,,,,,,,10.8152,10.7023,10.7345,10.805,,,,,0.6606,0.6218,0.646,0.6282,-1227.8,-1271.5,-1252.6,-1240.38,,,,,,,,0.242,,,,,,,,,,,,,0.448214,0.426964,0.444286,0.427857,9.3669,9.2787,9.2927,9.3639,,,,
07-17-2001,,,,,,,,,0.041,0.029,0.04,0.035,125.660004,124.699997,125.480003,124.800003,0.1309,0.1152,0.125,0.1172,289.25,276.9,288.15,280.7,,,,,,,,,,,,,10.8612,10.704,10.823,10.724,,,,,0.6769,0.6363,0.6736,0.6509,-1250.6,-1302.53,-1295.34,-1252.6,,,,,,,,0.2485,,,,,,,,,,,,,0.450357,0.410893,0.428214,0.448214,9.3947,9.2902,9.3763,9.3141,,,,
07-18-2001,,,,,,,,,0.047,0.035,0.036,0.045,125.440002,123.730003,124.809998,124.080002,0.1446,0.125,0.1387,0.1309,290.25,280.75,284.95,289.1,,,,,,,,,,,,,10.7805,10.5573,10.7328,10.5598,,,,,0.6866,0.6444,0.6622,0.6801,-1286.57,-1318.5,-1306.83,-1295.34,,,,,,,,0.249,,,,,,,,,,,,,0.406786,0.364643,0.388929,0.37125,9.3543,9.1561,9.3205,9.1586,,,,
07-19-2001,,,,,,,,,0.033,0.02,0.02,0.033,124.150002,123.18,123.970001,123.379997,0.1504,0.1367,0.1485,0.1387,287.95,283.9,286.4,287.55,,,,,,,,,,,,,10.6734,10.522,10.5849,10.6295,,,,,0.6866,0.6558,0.6785,0.6687,-1286.1,-1325.5,-1314.74,-1302.7,,,,,,,,0.24875,,,,,,,,,,,,,0.3825,0.352679,0.379107,0.356429,9.2184,9.1266,9.1747,9.1807,,,,
07-20-2001,,,,,,,,,,,,,123.769997,122.660004,123.389999,122.860001,0.1555,0.1392,0.1453,0.1514,288.5,278.2,278.6,286.15,,,,,,,,,,,,,10.668,10.5455,10.577,10.6561,,,,,0.7126,0.6655,0.7094,0.6882,,,,,,,,,,,,0.251,,,,,,,,,,,,,0.358214,0.348036,0.351786,0.356786,9.2198,9.12,9.1421,9.194,,,,
07-23-2001,,,,,,,,,0.021,0.009,0.015,0.012,124.459999,123.169998,123.169998,124.379997,0.1494,0.1433,0.1453,0.1473,291.85,278.3,291.8,279.25,,,,,,,,,,,,,10.7445,10.6679,10.6965,10.7047,,,,,0.7191,0.6882,0.7175,0.7094,-1284.37,-1316.0,-1295.57,-1314.24,,,,,,,,0.26063,,,,,,,,,,,,,0.366071,0.348393,0.35875,0.348929,9.2307,9.183,9.2049,9.2132,,,,
07-24-2001,,,,,,,,,0.023,0.015,0.015,0.02,124.470001,123.800003,124.400002,124.199997,0.1513,0.1432,0.1432,0.1513,292.7,288.6,291.65,291.05,,,,,,,,,,,,,10.7245,10.6259,10.7049,10.6638,,,,,0.7257,0.6476,0.6752,0.7208,-1245.05,-1305.01,-1245.05,-1295.07,,,,,,,,0.26825,,,,,,,,,,,,,0.355714,0.334464,0.34625,0.340893,9.2125,9.1311,9.206,9.16,,,,
07-25-2001,,,,,,,,,0.014,0.004,0.005,0.012,124.440002,123.349998,124.209999,123.57,0.1513,0.1351,0.1371,0.1492,293.95,288.75,290.6,291.7,,,,,,,,,,,,,10.696,10.5955,10.6741,10.6137,,,,,0.6897,0.6233,0.6316,0.6747,-1232.12,-1315.64,-1282.98,-1245.05,,,,,,,,0.26963,,,,,,,,,,,,,0.344643,0.320893,0.341429,0.329821,9.19,9.0921,9.1701,9.1051,,,,
07-26-2001,,,,,,,,,0.028,0.015,0.02,0.018,124.07,123.120003,123.57,123.720001,0.1512,0.1371,0.1472,0.1411,291.85,287.5,291.45,289.45,,,,,,,,,,,,,10.6465,10.532,10.5465,10.5705,,,,,0.6598,0.5673,0.5706,0.6415,-1219.22,-1289.0,-1229.6,-1282.72,,,,,,,,0.24675,,,,,,,,,,,,,0.335714,0.31875,0.33,0.331964,9.1546,9.0676,9.0803,9.1055,,,,
07-27-2001,,,,,,,,,0.03,0.022,0.026,0.026,124.120003,123.190002,123.730003,123.459999,0.1492,0.1391,0.1451,0.1472,292.5,283.1,286.65,291.2,,,,,,,,,,,,,10.6265,10.55,10.5892,10.5582,,,,,0.5788,0.5443,0.5673,0.5755,-1189.8,-1235.1,-1219.31,-1233.1,,,,,,,,0.2445,,,,,,,,,,,,,0.34375,0.330357,0.334821,0.338571,9.1494,9.0666,9.1112,9.1125,,,,
07-30-2001,,,,,,,,,0.021,0.006,0.017,0.02,125.360001,123.199997,123.300003,125.169998,0.1491,0.1371,0.143,0.1451,293.15,284.65,292.05,286.8,,,,,,,,,,,,,10.6185,10.5535,10.6016,10.5796,,,,,0.5673,0.5149,0.5313,0.564,-1207.21,-1251.8,-1235.35,-1219.31,,,,,,,,0.2635,,,,,,,,,,,,,0.345714,0.330536,0.341429,0.338036,9.1544,9.1033,9.1281,9.1391,,,,
07-31-2001,,,,,,,,,0.024,0.016,0.021,0.021,125.25,124.599998,125.160004,125.010002,0.155,0.143,0.153,0.145,293.6,287.65,293.4,291.4,,,,,,,,,,,,,10.6592,10.5403,10.5606,10.5886,,,,1.3,0.5526,0.5019,0.5445,0.5362,-1203.49,-1250.5,-1213.84,-1234.85,,,,,,,,0.2555,,,,,,,,,,,,,0.346786,0.330536,0.344107,0.335536,9.1566,9.1032,9.1189,9.1186,,,,
08-01-2001,,,,,,,,,0.026,0.016,0.018,0.023,125.199997,124.309998,125.0,124.389999,0.161,0.147,0.157,0.155,290.7,288.25,290.65,290.55,,,,,,,,,,,,,10.5814,10.5256,10.5565,10.5409,,,,,0.551,0.5053,0.5102,0.5477,-1206.08,-1246.75,-1211.18,-1213.84,,,,,,,,0.25775,,,,,,,,,,,,,0.353214,0.338393,0.339464,0.340357,9.1164,9.0595,9.0899,9.0922,,,,
08-02-2001,,,,,,,,,0.026,0.016,0.021,0.023,124.699997,123.5,124.379997,123.720001,0.159,0.145,0.1529,0.157,291.6,287.1,291.55,290.5,,,,,,,,,,,,,10.5323,10.4231,10.4985,10.4299,,,,,0.5609,0.5036,0.556,0.5069,-1204.82,-1229.7,-1221.75,-1211.18,,,,,,,,0.27138,,,,,,,,,,,,,0.354821,0.343929,0.350893,0.353929,9.1044,9.0459,9.0701,9.0517,,,,
08-03-2001,,,,,,,,,0.024,0.015,0.02,0.022,123.989998,123.269997,123.699997,123.599998,0.1629,0.1449,0.1469,0.1509,290.0,287.9,288.45,288.8,,,,,,,,,,,,,10.4805,10.327,10.4165,10.3664,,,,,0.5707,0.5314,0.5314,0.5543,-1208.9,-1230.25,-1212.96,-1216.37,,,,,,,,0.27175,,,,,,,,,,,,,0.355357,0.339286,0.355179,0.348214,9.0835,8.989,9.0603,9.0285,,,,
08-06-2001,,,,,,,,,0.02,0.01,0.011,0.019,124.25,123.68,123.730003,123.800003,0.1549,0.133,0.1508,0.1529,290.65,285.85,289.7,288.2,,,,,,,,,,,,,10.4485,10.372,10.4185,10.4133,,,,,0.5625,0.5185,0.5429,0.5282,-1209.1,-1232.5,-1218.98,-1212.96,,,,,,,,0.27288,,,,,,,,,,,,,0.351071,0.339286,0.34,0.341607,9.0945,9.0209,9.0631,9.0293,,,,
08-07-2001,,,,,,,,,0.028,0.01,0.025,0.025,124.150002,123.360001,123.849998,123.559998,0.1607,0.1389,0.1587,0.1508,292.0,289.1,289.1,292.45,,,,,,,,,,,,,10.5045,10.388,10.479,10.4376,,,,,0.5773,0.5348,0.5708,0.5462,-1194.3,-1234.7,-1205.09,-1218.98,,,,,,,,0.27088,,,,,,,,,,,,,0.35125,0.338929,0.345179,0.34375,9.1044,9.0375,9.0873,9.0757,,,,
08-08-2001,,,,,,,,,0.032,0.016,0.022,0.031,123.709999,122.769997,123.550003,123.559998,0.1646,0.1508,0.1567,0.1587,295.15,288.15,295.15,290.85,,,,,,,,,,,,,10.4725,10.3998,10.4465,10.4166,,,,,0.5921,0.5626,0.579,0.5741,-1189.5,-1211.5,-1193.13,-1205.09,,,,,,,,0.275,,,,,,,,,,,,,0.351786,0.331071,0.343929,0.3375,9.1102,9.0322,9.0958,9.0367,,,,
08-09-2001,,,,,,,,,0.028,0.011,0.012,0.024,123.949997,121.339996,123.550003,121.959999,0.1626,0.1507,0.1566,0.1567,295.4,291.55,291.9,294.1,,,,,,,,,,,,,10.4172,10.24,10.383,10.2693,,,,,0.6349,0.5741,0.6151,0.579,-1177.9,-1229.2,-1224.26,-1192.79,,,,,,,,0.26813,,,,,,,,,,,,,0.341964,0.334286,0.338571,0.340179,9.0425,8.9467,9.0219,8.9668,,,,
08-10-2001,,,,,,,,,0.027,0.015,0.021,0.026,122.599998,121.699997,121.970001,121.949997,0.1625,0.1506,0.1526,0.1566,291.4,288.15,288.8,289.85,,,,,,,,,,,,,10.3002,10.19,10.263,10.2631,,,,,0.6168,0.5675,0.5888,0.6151,-1200.44,-1234.03,-1215.57,-1219.09,,,,,,,,0.26625,,,,,,,,,,,,,0.345,0.331964,0.34,0.339643,9.0186,8.9385,8.9527,9.0097,,,,
08-13-2001,,,,,,,,,0.037,0.021,0.027,0.035,122.529999,121.370003,121.910004,122.379997,0.1684,0.1506,0.1603,0.1526,289.35,287.0,288.9,288.75,,,,,,,,,,,,,10.301,10.216,10.2699,10.2985,,,,,0.5954,0.5545,0.5757,0.5888,-1180.0,-1224.74,-1215.39,-1215.57,,,,,,,,0.27288,,,,,,,,,,,,,0.345179,0.335,0.341071,0.340893,9.0294,8.9506,8.9989,9.0228,,,,
08-14-2001,,,,,,,,,0.036,0.021,0.027,0.033,123.150002,121.169998,122.419998,121.830002,0.1662,0.1485,0.1485,0.1603,288.8,285.15,285.15,288.6,,,,,,,,,,,,,10.3185,10.218,10.283,10.2261,,,,,0.5987,0.5725,0.5922,0.5774,-1179.86,-1236.61,-1229.97,-1215.14,,,,,,,,0.26838,,,,,,,,,,,,,0.345714,0.333393,0.342857,0.334464,9.0407,8.9443,9.0223,8.9562,,,,
08-15-2001,,,,,,,,,0.041,0.023,0.037,0.04,121.889999,119.059998,121.830002,119.889999,0.1544,0.1407,0.1504,0.1485,293.0,286.0,292.8,287.05,,,,,,,,,,,,,10.23,10.1247,10.1902,10.129,,,,,0.6053,0.5807,0.6036,0.5971,-1215.05,-1237.5,-1219.02,-1227.22,,,,,,,,0.2765,,,,,,,,,,,,,0.338214,0.325,0.335,0.329286,8.9543,8.8808,8.9325,8.8878,,,,
08-16-2001,,,,,,,,,0.027,0.015,0.016,0.027,120.43,119.220001,119.870003,120.25,0.1681,0.1485,0.1622,0.1485,292.1,289.45,289.9,291.6,,,,,,,,,,,,,10.2085,10.057,10.0713,10.1709,,,,,0.625,0.5922,0.6119,0.6004,-1202.5,-1236.65,-1233.04,-1219.02,,,,,,,,0.27588,,,,,,,,,,,,,0.334821,0.320893,0.32625,0.333036,8.9183,8.8241,8.8373,8.8761,,,,
08-17-2001,,,,,,,,,0.031,0.016,0.026,0.031,120.769997,120.019997,120.230003,120.190002,0.1857,0.1622,0.1837,0.1661,298.15,288.05,290.4,294.2,,,,,,,,,,,,,10.2425,10.148,10.1685,10.2167,,,,,0.6283,0.6004,0.6266,0.6102,-1233.46,-1265.05,-1238.56,-1241.88,,,,,,,,0.30375,,,,,,,,,,,,,0.329464,0.32125,0.321429,0.322679,8.9184,8.8411,8.8903,8.8676,,,,
08-20-2001,,,,,,,,,0.036,0.021,0.031,0.034,120.860001,120.07,120.330002,120.739998,0.1876,0.1759,0.1857,0.1857,289.95,283.05,283.6,288.7,,,,,,,,,,,,,10.3763,10.1784,10.269,10.34,,,,,0.6299,0.5971,0.6135,0.6266,-1233.2,-1274.53,-1256.56,-1236.46,,,,,,,,0.2985,,,,,,,,,,,,,0.325536,0.318036,0.323929,0.323571,8.9138,8.8368,8.8584,8.8898,,,,
08-21-2001,,,,,,,,,0.046,0.036,0.037,0.046,120.940002,119.459999,120.690002,119.769997,0.1955,0.1818,0.1876,0.1876,286.0,281.45,281.55,282.8,,,,,,,,,,,,,10.3882,10.2804,10.3131,10.3178,,,,,0.6332,0.5988,0.625,0.6168,-1212.78,-1266.89,-1225.62,-1261.03,,,,,,,,0.302,,,,,,,,,,,,,0.323929,0.316071,0.323929,0.32,8.9162,8.8332,8.8859,8.8392,,,,
08-22-2001,,,,,,,,,0.043,0.035,0.036,0.041,120.559998,119.309998,119.699997,120.419998,0.1958,0.1856,0.1917,0.1857,281.45,278.15,278.45,281.45,,,,,,,,,,,,,10.3615,10.224,10.3577,10.316,,,,,0.6562,0.6151,0.6348,0.6299,-1211.71,-1263.07,-1252.75,-1225.22,,,,,,,,0.29613,,,,,,,,,,,,,0.325893,0.314464,0.320357,0.325179,8.8891,8.7761,8.8631,8.8677,,,,
08-23-2001,,,,,,,,,0.041,0.025,0.038,0.028,120.669998,119.580002,120.410004,119.889999,0.1937,0.1796,0.1855,0.1917,278.75,273.8,278.1,278.75,,,,,,,,,,,,,10.3572,10.2847,10.3343,10.2978,,,,,0.6332,0.5988,0.6201,0.6233,-1241.69,-1253.82,-1244.67,-1252.84,,,,,,,,0.30788,,,,,,,,,,,,,0.3275,0.313929,0.325,0.318036,8.9146,8.856,8.8795,8.866,,,,
08-24-2001,,,,,,,,,0.061,0.024,0.055,0.036,120.360001,119.519997,119.900002,119.980003,0.1956,0.1795,0.1933,0.1855,276.75,271.75,271.8,276.6,,,,,,,,,,,,,10.3504,10.2486,10.339,10.2709,,,,,0.6628,0.6152,0.6266,0.6184,-1184.98,-1256.53,-1190.5,-1254.5,,,,,,,,0.306,,,,,,,,,,,,,0.3325,0.315179,0.321429,0.331607,8.9195,8.8516,8.8889,8.8647,,,,
08-27-2001,,,,,,,,,0.051,0.037,0.041,0.047,120.5,119.769997,120.169998,119.889999,0.1974,0.1872,0.1932,0.1933,274.45,271.5,274.1,273.35,,,,,,,,,,,,,10.33,10.26,10.274,10.2726,,,,,0.6447,0.5678,0.6168,0.6447,-1163.41,-1223.75,-1178.24,-1190.5,,,,,,,,,,,,,,,,,,,,,0.344643,0.324286,0.332143,0.337857,8.9007,8.8573,8.8847,8.8673,,,,
08-28-2001,,,,,,,,,0.031,0.019,0.02,0.028,120.800003,119.650002,119.849998,120.019997,0.2032,0.1911,0.2012,0.1952,273.75,269.75,271.6,271.7,,,,,,,,,,,,,10.3835,10.2801,10.3279,10.2904,,,,,0.6644,0.5972,0.6611,0.6135,-1173.49,-1221.02,-1203.08,-1178.24,,,,,,,,0.28375,,,,,,,,,,,,,0.341786,0.328571,0.3375,0.328571,8.9317,8.8452,8.9083,8.8545,,,,
08-29-2001,,,,,,,,,0.018,0.007,0.007,0.018,120.290001,119.040001,120.029999,120.160004,0.2032,0.183,0.1971,0.1992,272.1,268.4,269.0,271.35,,,,,,,,,,,,,10.3953,10.2731,10.3211,10.3901,,,,,0.6726,0.6397,0.6447,0.6644,-1199.71,-1248.75,-1223.62,-1203.08,,,,,,,,0.29688,,,,,,,,,,,,,0.33625,0.318393,0.329286,0.318393,8.8831,8.8235,8.8429,8.8715,,,,
08-30-2001,,,,,,,,,0.017,0.009,0.014,0.012,120.220001,119.199997,120.150002,119.43,0.193,0.173,0.183,0.189,268.75,265.05,265.05,267.95,,,,,,,,,,,,,10.454,10.3375,10.4354,10.3781,,,,,0.689,0.6315,0.6742,0.6397,-1211.01,-1253.25,-1225.77,-1223.5,,,,,,,,0.29663,,,,,,,,,,,,,0.324643,0.308571,0.316786,0.318393,8.8946,8.7715,8.884,8.7985,,,,
08-31-2001,,,,,,,,,0.017,0.006,0.01,0.015,119.519997,118.43,119.470001,118.75,0.2066,0.181,0.2046,0.193,269.9,265.05,266.55,265.9,,,,,,,,,,,,,10.4752,10.3456,10.3776,10.3967,,,,1.4,0.7105,0.6726,0.6726,0.6759,-1203.67,-1274.09,-1265.4,-1219.04,,,,,,,,0.30513,,,,,,,,,,,,,0.332143,0.315179,0.316607,0.33125,8.8858,8.763,8.7921,8.8285,,,,
09-03-2001,,,,,,,,,0.02,0.011,0.019,0.015,119.099998,118.559998,118.830002,118.709999,,,,,,,,,,,,,,,,,,,,,10.5199,10.3923,10.4237,10.5017,,,,,,,,,-1179.36,-1280.17,-1201.59,-1276.95,,,,,,,,0.30638,,,,,,,,,,,,,,,,,8.8709,8.8121,8.8567,8.8184,,,,
09-04-2001,,,,,,,,,0.017,0.005,0.006,0.014,119.639999,118.57,118.720001,119.400002,0.2046,0.1667,0.1687,0.1967,266.9,262.85,264.5,266.3,,,,,,,,,,,,,10.7398,10.5036,10.5489,10.6938,,,,,0.7105,0.6627,0.6774,0.6693,-1193.02,-1225.82,-1210.63,-1201.09,,,,,,,,0.31625,,,,,,,,,,,,,0.340714,0.324643,0.330357,0.325893,8.9516,8.8313,8.8572,8.9248,,,,
09-05-2001,,,,,,,,,0.017,0.004,0.006,0.012,120.879997,119.269997,119.419998,120.739998,0.2084,0.1667,0.2044,0.1667,268.45,262.65,265.2,265.05,,,,,,,,,,,,,10.7695,10.6297,10.7362,10.6628,,,,,0.7005,0.6561,0.6577,0.6758,-1185.35,-1237.45,-1205.68,-1211.13,,,,,,,,0.30788,,,,,,,,,,,,,0.338393,0.323571,0.325714,0.33125,8.9617,8.8924,8.9392,8.9552,,,,
09-06-2001,,,,,,,,,0.023,0.006,0.01,0.018,121.519997,120.620003,120.75,120.940002,0.2261,0.2004,0.2241,0.2024,267.45,261.95,265.8,265.85,,,,,,,,,,,,,10.713,10.5649,10.6869,10.589,,,,,0.6627,0.6168,0.6283,0.6561,-1162.05,-1202.5,-1194.42,-1202.5,,,,,,,,0.299,,,,,,,,,,,,,0.338036,0.315179,0.328571,0.316429,8.9868,8.8644,8.9728,8.8674,,,,
09-07-2001,,,,,,,,,0.019,0.006,0.016,0.019,121.410004,119.720001,120.940002,120.0,0.2281,0.2022,0.2101,0.2261,266.15,259.5,260.15,265.25,,,,,,,,,,,,,10.6489,10.4807,10.6382,10.4838,,,,,0.6544,0.6201,0.6299,0.6234,-1172.58,-1212.34,-1200.74,-1183.47,,,,,,,,0.32088,,,,,,,,,,,,,0.323214,0.307143,0.3125,0.308571,8.9281,8.803,8.9159,8.8086,,,,
09-10-2001,,,,,,,,,0.024,0.015,0.02,0.021,121.139999,119.730003,120.239998,121.099998,0.2339,0.1861,0.19,0.2062,265.0,258.8,259.35,261.1,,,,,,,,,,,,,10.6408,10.4836,10.5158,10.6383,,,,,0.6839,0.6299,0.679,0.6413,-1178.36,-1223.61,-1222.76,-1197.24,,,,,,,,0.31338,,,,,,,,,,,,,0.3125,0.302143,0.303571,0.310179,8.9037,8.8007,8.8278,8.8928,,,,
09-11-2001,,,,,,,,,0.028,0.013,0.016,0.021,122.050003,118.330002,121.07,119.580002,0.2019,0.1821,0.1919,0.194,262.6,257.2,258.8,258.8,,,,,,,,,,,,,10.6535,10.4638,10.5998,10.4777,,,,,0.6872,0.6544,0.6708,0.6856,-1191.57,-1235.19,-1228.23,-1228.99,,,,,,,,0.31838,,,,,,,,,,,,,,,,,8.9,8.6885,8.8489,8.714,,,,
09-12-2001,,,,,,,,,0.017,0.004,0.014,0.009,119.800003,118.550003,119.57,119.610001,,,,,,,,,,,,,,,,,,,,,10.6402,10.4455,10.5747,10.5786,,,,,,,,,-1218.14,-1253.18,-1240.15,-1227.23,,,,,,,,0.31463,,,,,,,,,,,,,,,,,8.8454,8.6843,8.8024,8.7961,,,,
09-13-2001,,,,,,,,,0.019,-0.005,0.002,0.013,119.730003,118.550003,119.529999,118.809998,0.1978,0.1624,0.1663,0.19,,,,,,,,,,,,,,,,,10.5958,10.5189,10.5658,10.5306,,,,,0.7283,0.6741,0.7135,0.679,-1229.72,-1270.69,-1267.49,-1239.4,,,,,,,,0.30975,,,,,,,,,,,,,,,,,8.8425,8.7522,8.7938,8.7656,,,,
09-14-2001,,,,,,,,,0.022,0.006,0.007,0.011,119.190002,116.860001,118.800003,117.32,0.1702,0.1544,0.1544,0.1623,259.95,255.15,256.35,258.95,,,,,,,,,,,,,10.5663,10.3802,10.5054,10.4746,,,,,0.73,0.6773,0.7118,0.7118,-1243.61,-1277.41,-1272.83,-1274.93,,,,,,,,0.31288,,,,,,,,,,,,,,,,,8.8077,8.6915,8.7636,8.7058,,,,
09-17-2001,,,,,,,,,0.028,0.006,0.015,0.025,118.349998,116.650002,117.660004,117.860001,0.1701,0.1485,0.1544,0.1564,261.5,253.1,258.0,256.45,,,,,,,,,,,,,10.558,10.3679,10.4022,10.4637,,,,,0.7102,0.6724,0.6921,0.7085,-1210.15,-1281.36,-1239.58,-1269.34,,,,,,,,0.31763,,,,,,,,,,,,,0.304821,0.280893,0.285714,0.303393,8.7586,8.6129,8.6427,8.6928,,,,
09-18-2001,,,,,,,,,0.041,0.016,0.041,0.02,118.199997,117.050003,117.870003,117.260002,0.1681,0.1524,0.1662,0.1603,260.15,253.75,259.1,256.7,,,,,,,,,,,,,10.5754,10.4535,10.5448,10.5229,,,,,0.7415,0.6855,0.7068,0.6937,-1208.35,-1256.34,-1215.71,-1240.58,,,,,,,,0.32663,,,,,,,,,,,,,0.316429,0.28875,0.301786,0.290714,8.7276,8.6096,8.7054,8.6286,,,,
09-19-2001,,,,,,,,,0.055,0.04,0.051,0.052,118.099998,117.080002,117.190002,117.5,0.1838,0.1681,0.1838,0.1701,262.3,255.85,257.7,260.0,,,,,,,,,,,,,10.578,10.4209,10.4865,10.4906,,,,,0.7298,0.6904,0.7298,0.7084,-1166.92,-1231.62,-1168.85,-1215.96,,,,,,,,0.3305,,,,,,,,,,,,,0.305357,0.278571,0.294643,0.303929,8.665,8.512,8.6338,8.5493,,,,
09-20-2001,,,,,,,,,0.053,0.031,0.031,0.05,117.650002,115.760002,117.510002,116.43,0.1858,0.1583,0.1681,0.1799,268.05,255.75,268.0,258.65,,,,,,,,,,,,,10.6515,10.463,10.5051,10.6009,,,,,0.7611,0.7232,0.7611,0.738,-1144.19,-1178.12,-1164.96,-1168.6,,,,,,,,0.33713,,,,,,,,,,,,,0.302679,0.276786,0.290893,0.28,8.6066,8.525,8.5387,8.5534,,,,
09-21-2001,,,,,,,,,0.039,0.026,0.026,0.036,117.480003,115.980003,116.440002,116.589996,0.186,0.1656,0.1676,0.1717,270.0,259.7,260.05,265.65,,,,,,,,,,,,,10.9397,10.6305,10.7474,10.8401,,,,,0.7826,0.7215,0.7561,0.7528,-1100.58,-1164.22,-1118.23,-1153.81,,,,,,,,0.344,,,,,,,,,,,,,0.290179,0.262143,0.264286,0.280893,8.7103,8.5771,8.6127,8.6399,,,,
09-24-2001,,,,,,,,,,,,,117.620003,116.269997,116.830002,117.550003,0.1696,0.1534,0.1653,0.1676,260.6,255.55,257.95,259.9,,,,,,,,,,,,,10.8892,10.763,10.847,10.7729,,,,,0.7215,0.6511,0.7034,0.7215,,,,,,,,,,,,0.35,,,,,,,,,,,,,0.300714,0.284821,0.287679,0.29375,8.7577,8.6365,8.6956,8.7385,,,,
